index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
24614,Kolkata,2015-05-12,Silver,Bills,Female,81513, India,May,Tuesday
24615,Kolkata,2014-10-10,Platinum,Food,Female,139433, India,October,Friday
24616,Kolkata,2015-01-26,Silver,Food,Female,172010, India,January,Monday
24617,Jaipur,2014-02-07,Silver,Bills,Female,260858, India,February,Friday
24618,Hyderabad,2015-03-29,Platinum,Fuel,Female,211018, India,March,Sunday
24619,Hyderabad,2014-04-04,Platinum,Fuel,Female,16576, India,April,Friday
24620,Chennai,2015-02-07,Signature,Fuel,Male,160191, India,February,Saturday
24621,Surat,2013-12-28,Silver,Fuel,Male,43159, India,December,Saturday
24622,Lucknow,2014-12-04,Silver,Fuel,Female,217620, India,December,Thursday
24623,Kolkata,2014-02-24,Gold,Food,Male,204234, India,February,Monday
24624,Hyderabad,2013-12-03,Platinum,Grocery,Male,147323, India,December,Tuesday
24625,Jaipur,2014-06-24,Signature,Bills,Male,252813, India,June,Tuesday
24626,Kolkata,2014-10-11,Platinum,Fuel,Female,94421, India,October,Saturday
24627,Kolkata,2015-05-22,Gold,Entertainment,Female,192742, India,May,Friday
24628,Lucknow,2015-01-18,Platinum,Grocery,Female,205743, India,January,Sunday
24629,Lucknow,2013-10-30,Silver,Fuel,Female,84790, India,October,Wednesday
24630,Jaipur,2015-03-13,Gold,Fuel,Male,153206, India,March,Friday
24631,Kanpur,2014-01-23,Gold,Fuel,Female,249419, India,January,Thursday
24632,Jaipur,2015-04-24,Silver,Entertainment,Female,63810, India,April,Friday
24633,Kanpur,2015-03-03,Gold,Fuel,Male,72138, India,March,Tuesday
24634,Hyderabad,2014-11-15,Silver,Fuel,Male,113713, India,November,Saturday
24635,Pune,2015-02-18,Gold,Grocery,Male,178570, India,February,Wednesday
24636,Lucknow,2014-04-15,Platinum,Fuel,Female,154543, India,April,Tuesday
24637,Chennai,2015-04-24,Silver,Bills,Female,68492, India,April,Friday
24638,Jaipur,2014-05-23,Silver,Fuel,Female,69876, India,May,Friday
24639,Jaipur,2015-02-05,Silver,Fuel,Male,268015, India,February,Thursday
24640,Chennai,2015-02-02,Platinum,Entertainment,Male,137818, India,February,Monday
24641,Surat,2014-10-13,Gold,Food,Female,125559, India,October,Monday
24642,Kanpur,2013-12-08,Signature,Fuel,Male,292499, India,December,Sunday
24643,Kolkata,2014-03-04,Silver,Fuel,Female,29242, India,March,Tuesday
24644,Chennai,2015-03-04,Gold,Food,Male,93184, India,March,Wednesday
24645,Kanpur,2015-04-04,Silver,Grocery,Female,77773, India,April,Saturday
24646,Lucknow,2014-05-27,Platinum,Food,Female,64558, India,May,Tuesday
24647,Hyderabad,2015-02-01,Silver,Food,Female,163853, India,February,Sunday
24648,Jaipur,2014-04-05,Silver,Food,Male,242111, India,April,Saturday
24649,Pune,2014-01-25,Signature,Grocery,Female,77223, India,January,Saturday
24650,Pune,2015-04-23,Platinum,Fuel,Female,32782, India,April,Thursday
24651,Lucknow,2015-01-18,Signature,Food,Female,278163, India,January,Sunday
24652,Kanpur,2014-01-22,Signature,Grocery,Male,33958, India,January,Wednesday
24653,Kolkata,2014-01-19,Silver,Entertainment,Male,161332, India,January,Sunday
24654,Hyderabad,2014-01-23,Platinum,Fuel,Male,120572, India,January,Thursday
24655,Chennai,2014-07-01,Signature,Fuel,Female,130319, India,July,Tuesday
24656,Kolkata,2015-03-31,Gold,Food,Male,150789, India,March,Tuesday
24657,Lucknow,2014-08-02,Silver,Fuel,Female,9263, India,August,Saturday
24658,Surat,2015-05-05,Silver,Grocery,Female,82717, India,May,Tuesday
24659,Kolkata,2014-12-14,Gold,Bills,Female,87689, India,December,Sunday
24660,Hyderabad,2014-07-08,Gold,Entertainment,Female,167866, India,July,Tuesday
24661,Kanpur,2015-04-27,Signature,Fuel,Male,134613, India,April,Monday
24662,Surat,2015-05-15,Silver,Entertainment,Female,239371, India,May,Friday
24663,Kolkata,2014-11-09,Signature,Entertainment,Female,187769, India,November,Sunday
24664,Lucknow,2014-05-23,Signature,Entertainment,Female,145169, India,May,Friday
24665,Jaipur,2014-09-06,Platinum,Entertainment,Female,117092, India,September,Saturday
24666,Jaipur,2015-02-14,Silver,Entertainment,Male,222694, India,February,Saturday
24667,Chennai,2013-12-07,Gold,Entertainment,Female,59880, India,December,Saturday
24668,Surat,2014-03-29,Silver,Grocery,Male,97225, India,March,Saturday
24669,Surat,2014-11-09,Gold,Food,Female,13467, India,November,Sunday
24670,Jaipur,2013-12-07,Gold,Entertainment,Male,185673, India,December,Saturday
24671,Surat,2013-10-07,Platinum,Fuel,Male,97550, India,October,Monday
24672,Kanpur,2014-07-20,Signature,Entertainment,Female,36673, India,July,Sunday
24673,Kanpur,2013-12-25,Gold,Grocery,Male,261773, India,December,Wednesday
24674,Kanpur,2014-08-30,Signature,Fuel,Female,278224, India,August,Saturday
24675,Pune,2014-04-29,Gold,Grocery,Male,1845, India,April,Tuesday
24676,Lucknow,2014-06-15,Platinum,Grocery,Male,44298, India,June,Sunday
24677,Lucknow,2014-01-23,Gold,Bills,Female,121460, India,January,Thursday
24678,Lucknow,2013-10-23,Signature,Food,Male,51724, India,October,Wednesday
24679,Kolkata,2015-01-03,Platinum,Entertainment,Male,41600, India,January,Saturday
24680,Lucknow,2014-01-18,Signature,Bills,Male,103955, India,January,Saturday
24681,Kanpur,2014-07-05,Silver,Bills,Female,40282, India,July,Saturday
24682,Surat,2014-02-20,Silver,Grocery,Male,43887, India,February,Thursday
24683,Kolkata,2013-10-09,Gold,Entertainment,Female,201943, India,October,Wednesday
24684,Chennai,2013-10-29,Signature,Bills,Female,269338, India,October,Tuesday
24685,Jaipur,2015-02-03,Silver,Entertainment,Male,136560, India,February,Tuesday
24686,Kanpur,2014-06-23,Gold,Entertainment,Female,271123, India,June,Monday
24687,Chennai,2014-04-18,Gold,Bills,Female,95887, India,April,Friday
24688,Lucknow,2014-02-18,Signature,Grocery,Male,241292, India,February,Tuesday
24689,Hyderabad,2015-03-10,Platinum,Entertainment,Male,208097, India,March,Tuesday
24690,Pune,2015-03-18,Signature,Grocery,Female,114357, India,March,Wednesday
24691,Surat,2014-10-23,Gold,Bills,Female,46259, India,October,Thursday
24692,Hyderabad,2015-01-16,Platinum,Grocery,Male,138891, India,January,Friday
24693,Pune,2013-12-03,Signature,Fuel,Female,158049, India,December,Tuesday
24694,Pune,2014-06-08,Signature,Fuel,Female,173477, India,June,Sunday
24695,Kolkata,2014-01-16,Silver,Grocery,Female,87258, India,January,Thursday
24696,Kolkata,2014-08-11,Platinum,Grocery,Male,254630, India,August,Monday
24697,Jaipur,2014-06-22,Silver,Food,Male,154615, India,June,Sunday
24698,Jaipur,2015-01-02,Gold,Food,Male,196869, India,January,Friday
24699,Kanpur,2014-06-11,Silver,Entertainment,Female,139943, India,June,Wednesday
24700,Kanpur,2014-08-25,Gold,Bills,Male,50895, India,August,Monday
24701,Surat,2013-12-07,Platinum,Entertainment,Female,40131, India,December,Saturday
24702,Lucknow,2014-01-02,Signature,Bills,Female,45321, India,January,Thursday
24703,Hyderabad,2015-02-03,Gold,Bills,Female,222794, India,February,Tuesday
24704,Pune,2013-10-09,Signature,Grocery,Male,239906, India,October,Wednesday
24705,Kolkata,2015-01-29,Signature,Bills,Female,292954, India,January,Thursday
24706,Chennai,2014-04-27,Signature,Food,Female,144049, India,April,Sunday
24707,Jaipur,2015-01-04,Silver,Bills,Male,48103, India,January,Sunday
24708,Surat,2013-12-22,Signature,Fuel,Female,278895, India,December,Sunday
24709,Lucknow,2014-05-06,Signature,Bills,Female,175963, India,May,Tuesday
24710,Pune,2014-08-16,Signature,Fuel,Male,96710, India,August,Saturday
24711,Lucknow,2013-11-12,Gold,Grocery,Female,31207, India,November,Tuesday
24712,Pune,2015-05-22,Platinum,Food,Male,271362, India,May,Friday
24713,Lucknow,2014-11-29,Platinum,Bills,Male,291056, India,November,Saturday
24714,Kolkata,2015-03-06,Signature,Fuel,Female,100430, India,March,Friday
24715,Hyderabad,2015-01-27,Gold,Food,Female,132351, India,January,Tuesday
24716,Jaipur,2014-12-03,Gold,Entertainment,Male,97834, India,December,Wednesday
24717,Chennai,2015-04-07,Platinum,Food,Female,152765, India,April,Tuesday
24718,Hyderabad,2015-02-20,Signature,Fuel,Male,196704, India,February,Friday
24719,Kolkata,2014-10-17,Gold,Bills,Male,272982, India,October,Friday
24720,Kolkata,2014-01-06,Platinum,Food,Female,197366, India,January,Monday
24721,Hyderabad,2015-05-15,Gold,Bills,Female,83686, India,May,Friday
24722,Chennai,2014-09-07,Gold,Grocery,Male,276646, India,September,Sunday
24723,Hyderabad,2014-04-26,Gold,Bills,Female,129102, India,April,Saturday
24724,Pune,2014-12-25,Gold,Entertainment,Male,223517, India,December,Thursday
24725,Pune,2015-01-17,Silver,Fuel,Male,134132, India,January,Saturday
24726,Chennai,2014-07-29,Gold,Grocery,Male,71372, India,July,Tuesday
24727,Chennai,2014-11-27,Platinum,Grocery,Male,70323, India,November,Thursday
24728,Surat,2014-06-17,Signature,Fuel,Female,197422, India,June,Tuesday
24729,Chennai,2014-06-19,Gold,Fuel,Female,243795, India,June,Thursday
24730,Chennai,2014-05-07,Platinum,Grocery,Male,97386, India,May,Wednesday
24731,Kolkata,2014-11-04,Signature,Bills,Female,9371, India,November,Tuesday
24732,Jaipur,2013-11-22,Gold,Grocery,Female,151025, India,November,Friday
24733,Kanpur,2013-12-23,Signature,Bills,Male,175718, India,December,Monday
24734,Lucknow,2014-08-05,Platinum,Grocery,Male,9550, India,August,Tuesday
24735,Jaipur,2014-03-30,Platinum,Entertainment,Male,175301, India,March,Sunday
24736,Surat,2014-10-06,Signature,Fuel,Male,59915, India,October,Monday
24737,Lucknow,2014-10-05,Gold,Entertainment,Female,54901, India,October,Sunday
24738,Kanpur,2014-10-22,Signature,Entertainment,Male,12426, India,October,Wednesday
24739,Kolkata,2014-04-17,Signature,Fuel,Male,206572, India,April,Thursday
24740,Kanpur,2014-05-06,Gold,Entertainment,Female,16556, India,May,Tuesday
24741,Hyderabad,2014-01-03,Signature,Grocery,Male,263778, India,January,Friday
24742,Pune,2015-02-19,Signature,Food,Female,204965, India,February,Thursday
24743,Lucknow,2015-04-08,Silver,Bills,Female,192024, India,April,Wednesday
24744,Kolkata,2015-05-03,Gold,Fuel,Male,272113, India,May,Sunday
24745,Jaipur,2015-03-26,Silver,Grocery,Female,284743, India,March,Thursday
24746,Pune,2014-07-14,Signature,Entertainment,Female,54084, India,July,Monday
24747,Hyderabad,2014-10-22,Signature,Food,Male,178066, India,October,Wednesday
24748,Surat,2013-12-15,Silver,Bills,Female,21729, India,December,Sunday
24749,Pune,2013-10-20,Platinum,Grocery,Male,159673, India,October,Sunday
24750,Kolkata,2013-10-10,Signature,Food,Female,127034, India,October,Thursday
24751,Kolkata,2014-08-21,Platinum,Bills,Female,32391, India,August,Thursday
24752,Chennai,2014-10-28,Signature,Grocery,Female,49679, India,October,Tuesday
24753,Jaipur,2013-10-05,Silver,Food,Male,54159, India,October,Saturday
24754,Surat,2014-03-11,Gold,Grocery,Female,222253, India,March,Tuesday
24755,Jaipur,2014-04-25,Platinum,Fuel,Male,150818, India,April,Friday
24756,Jaipur,2014-01-04,Signature,Food,Female,122932, India,January,Saturday
24757,Surat,2015-03-01,Gold,Fuel,Female,233209, India,March,Sunday
24758,Kolkata,2014-06-29,Platinum,Entertainment,Male,251497, India,June,Sunday
24759,Kanpur,2015-01-15,Silver,Food,Male,15797, India,January,Thursday
24760,Lucknow,2014-03-22,Signature,Food,Female,36960, India,March,Saturday
24761,Surat,2014-12-21,Signature,Entertainment,Male,256645, India,December,Sunday
24762,Kolkata,2015-02-18,Gold,Grocery,Female,78007, India,February,Wednesday
24763,Lucknow,2014-09-28,Gold,Food,Male,95034, India,September,Sunday
24764,Chennai,2015-05-12,Gold,Fuel,Female,294957, India,May,Tuesday
24765,Jaipur,2015-02-27,Signature,Bills,Male,82421, India,February,Friday
24766,Chennai,2014-08-02,Signature,Grocery,Female,249018, India,August,Saturday
24767,Pune,2014-02-20,Signature,Food,Female,112716, India,February,Thursday
24768,Lucknow,2015-01-30,Signature,Bills,Male,44125, India,January,Friday
24769,Lucknow,2015-05-22,Signature,Food,Male,41082, India,May,Friday
24770,Pune,2014-10-19,Silver,Fuel,Male,226868, India,October,Sunday
24771,Hyderabad,2014-06-14,Gold,Bills,Female,183592, India,June,Saturday
24772,Surat,2014-11-16,Platinum,Food,Male,274409, India,November,Sunday
24773,Lucknow,2014-07-25,Gold,Bills,Female,144594, India,July,Friday
24774,Jaipur,2015-05-06,Signature,Bills,Female,299520, India,May,Wednesday
24775,Kanpur,2014-05-04,Gold,Food,Male,241024, India,May,Sunday
24776,Lucknow,2014-02-18,Platinum,Entertainment,Female,93341, India,February,Tuesday
24777,Kanpur,2014-09-18,Signature,Fuel,Female,134671, India,September,Thursday
24778,Kolkata,2014-02-17,Platinum,Bills,Male,202401, India,February,Monday
24779,Surat,2013-12-18,Platinum,Entertainment,Female,201407, India,December,Wednesday
24780,Kanpur,2014-05-19,Gold,Entertainment,Female,214606, India,May,Monday
24781,Surat,2014-07-12,Signature,Entertainment,Male,240134, India,July,Saturday
24782,Hyderabad,2014-07-23,Silver,Grocery,Female,125418, India,July,Wednesday
24783,Kolkata,2015-01-02,Gold,Entertainment,Female,203127, India,January,Friday
24784,Lucknow,2013-11-27,Gold,Entertainment,Male,269330, India,November,Wednesday
24785,Jaipur,2014-04-16,Gold,Entertainment,Female,93150, India,April,Wednesday
24786,Surat,2014-01-23,Gold,Bills,Female,40743, India,January,Thursday
24787,Kanpur,2015-02-05,Silver,Entertainment,Male,11641, India,February,Thursday
24788,Pune,2014-09-14,Gold,Grocery,Male,28579, India,September,Sunday
24789,Chennai,2015-03-12,Silver,Entertainment,Male,25500, India,March,Thursday
24790,Pune,2014-12-31,Signature,Fuel,Female,167430, India,December,Wednesday
24791,Lucknow,2014-10-01,Platinum,Food,Male,219663, India,October,Wednesday
24792,Kanpur,2014-12-27,Gold,Food,Male,41430, India,December,Saturday
24793,Lucknow,2014-12-28,Signature,Entertainment,Male,84363, India,December,Sunday
24794,Chennai,2014-06-08,Signature,Fuel,Male,207982, India,June,Sunday
24795,Kanpur,2014-06-22,Signature,Food,Male,85201, India,June,Sunday
24796,Jaipur,2014-09-09,Gold,Food,Male,100846, India,September,Tuesday
24797,Jaipur,2014-08-30,Platinum,Bills,Female,91108, India,August,Saturday
24798,Pune,2014-04-23,Silver,Fuel,Female,94807, India,April,Wednesday
24799,Surat,2014-04-09,Signature,Entertainment,Female,298342, India,April,Wednesday
24800,Kolkata,2015-03-19,Gold,Fuel,Female,162723, India,March,Thursday
24801,Kanpur,2013-12-09,Silver,Bills,Female,8535, India,December,Monday
24802,Pune,2015-01-30,Silver,Food,Male,223229, India,January,Friday
24803,Lucknow,2014-07-12,Gold,Grocery,Female,18946, India,July,Saturday
24804,Lucknow,2014-12-14,Gold,Food,Female,72562, India,December,Sunday
24805,Pune,2015-01-29,Platinum,Entertainment,Male,256513, India,January,Thursday
24806,Pune,2014-03-02,Platinum,Entertainment,Male,107254, India,March,Sunday
24807,Pune,2014-09-01,Gold,Bills,Female,266250, India,September,Monday
24808,Kanpur,2014-11-15,Gold,Bills,Male,60207, India,November,Saturday
24809,Surat,2015-05-26,Silver,Fuel,Female,143502, India,May,Tuesday
24810,Pune,2014-05-30,Silver,Bills,Female,182974, India,May,Friday
24811,Pune,2014-07-21,Gold,Fuel,Female,220644, India,July,Monday
24812,Hyderabad,2015-04-12,Gold,Entertainment,Male,14650, India,April,Sunday
24813,Lucknow,2014-07-04,Platinum,Entertainment,Female,55073, India,July,Friday
24814,Hyderabad,2014-11-19,Signature,Entertainment,Male,132707, India,November,Wednesday
24815,Lucknow,2014-03-31,Signature,Bills,Male,165835, India,March,Monday
24816,Lucknow,2015-04-25,Signature,Bills,Female,291891, India,April,Saturday
24817,Lucknow,2014-01-21,Gold,Fuel,Male,238228, India,January,Tuesday
24818,Lucknow,2013-12-02,Gold,Grocery,Female,202899, India,December,Monday
24819,Jaipur,2013-11-21,Silver,Grocery,Male,104510, India,November,Thursday
24820,Hyderabad,2013-10-14,Platinum,Entertainment,Female,111712, India,October,Monday
24821,Kolkata,2014-08-10,Platinum,Food,Male,114970, India,August,Sunday
24822,Pune,2014-03-18,Gold,Grocery,Male,53299, India,March,Tuesday
24823,Lucknow,2014-08-07,Silver,Grocery,Male,68290, India,August,Thursday
24824,Jaipur,2014-08-22,Silver,Grocery,Female,180080, India,August,Friday
24825,Surat,2015-01-16,Gold,Fuel,Male,160471, India,January,Friday
24826,Kolkata,2013-12-07,Silver,Fuel,Male,259812, India,December,Saturday
24827,Kolkata,2015-04-07,Gold,Bills,Female,159169, India,April,Tuesday
24828,Surat,2015-05-09,Platinum,Entertainment,Male,159155, India,May,Saturday
24829,Surat,2014-01-19,Signature,Entertainment,Male,22983, India,January,Sunday
24830,Kanpur,2015-02-19,Gold,Bills,Female,29231, India,February,Thursday
24831,Lucknow,2014-02-10,Platinum,Bills,Male,115337, India,February,Monday
24832,Kanpur,2014-10-09,Signature,Grocery,Male,67780, India,October,Thursday
24833,Hyderabad,2014-04-24,Gold,Fuel,Male,206869, India,April,Thursday
24834,Kanpur,2013-12-12,Signature,Bills,Female,230136, India,December,Thursday
24835,Hyderabad,2013-10-20,Silver,Bills,Male,100283, India,October,Sunday
24836,Jaipur,2014-04-15,Signature,Grocery,Female,81187, India,April,Tuesday
24837,Hyderabad,2014-03-30,Platinum,Fuel,Male,137671, India,March,Sunday
24838,Chennai,2014-02-20,Signature,Bills,Male,190463, India,February,Thursday
24839,Pune,2014-08-28,Silver,Fuel,Female,294797, India,August,Thursday
24840,Kolkata,2013-10-10,Platinum,Fuel,Female,137465, India,October,Thursday
24841,Lucknow,2013-10-16,Gold,Entertainment,Female,11281, India,October,Wednesday
24842,Hyderabad,2015-04-25,Signature,Bills,Male,84252, India,April,Saturday
24843,Pune,2015-05-19,Gold,Fuel,Female,54339, India,May,Tuesday
24844,Lucknow,2014-10-02,Silver,Bills,Female,274954, India,October,Thursday
24845,Lucknow,2014-09-27,Signature,Grocery,Female,44117, India,September,Saturday
24846,Lucknow,2015-04-13,Silver,Food,Female,37264, India,April,Monday
24847,Kolkata,2014-04-20,Signature,Bills,Female,131047, India,April,Sunday
24848,Pune,2014-10-14,Silver,Entertainment,Female,120608, India,October,Tuesday
24849,Kanpur,2014-06-05,Gold,Bills,Female,172221, India,June,Thursday
24850,Pune,2014-08-15,Silver,Grocery,Female,60975, India,August,Friday
24851,Surat,2014-06-30,Platinum,Bills,Female,5135, India,June,Monday
24852,Jaipur,2013-12-27,Signature,Grocery,Female,106953, India,December,Friday
24853,Pune,2015-04-03,Silver,Fuel,Female,51700, India,April,Friday
24854,Chennai,2015-05-14,Platinum,Fuel,Male,243595, India,May,Thursday
24855,Pune,2015-05-20,Platinum,Fuel,Female,24880, India,May,Wednesday
24856,Surat,2014-07-21,Signature,Fuel,Male,273008, India,July,Monday
24857,Kanpur,2015-04-19,Signature,Entertainment,Male,33313, India,April,Sunday
24858,Hyderabad,2014-10-26,Signature,Entertainment,Female,15218, India,October,Sunday
24859,Pune,2014-12-15,Platinum,Food,Male,266566, India,December,Monday
24860,Kanpur,2015-03-09,Platinum,Grocery,Male,210387, India,March,Monday
24861,Kanpur,2015-02-27,Silver,Grocery,Female,144588, India,February,Friday
24862,Hyderabad,2014-06-15,Signature,Entertainment,Male,12435, India,June,Sunday
24863,Kanpur,2013-12-08,Gold,Bills,Female,118621, India,December,Sunday
24864,Jaipur,2013-12-15,Signature,Food,Female,65903, India,December,Sunday
24865,Surat,2014-07-15,Signature,Fuel,Female,18429, India,July,Tuesday
24866,Lucknow,2014-09-13,Platinum,Bills,Male,22824, India,September,Saturday
24867,Kolkata,2013-10-07,Platinum,Bills,Female,181470, India,October,Monday
24868,Kanpur,2013-12-10,Gold,Food,Female,39439, India,December,Tuesday
24869,Kanpur,2014-12-28,Gold,Bills,Male,193289, India,December,Sunday
24870,Chennai,2014-09-24,Gold,Bills,Female,297895, India,September,Wednesday
24871,Kolkata,2014-01-08,Gold,Grocery,Female,99263, India,January,Wednesday
24872,Hyderabad,2014-09-12,Silver,Entertainment,Female,279041, India,September,Friday
24873,Kanpur,2015-04-30,Silver,Entertainment,Female,59723, India,April,Thursday
24874,Surat,2013-11-26,Signature,Entertainment,Female,248936, India,November,Tuesday
24875,Hyderabad,2014-03-28,Platinum,Fuel,Male,169827, India,March,Friday
24876,Kanpur,2014-07-02,Platinum,Bills,Male,50076, India,July,Wednesday
24877,Chennai,2014-02-08,Gold,Bills,Female,203540, India,February,Saturday
24878,Chennai,2014-09-02,Platinum,Grocery,Male,148155, India,September,Tuesday
24879,Chennai,2014-05-04,Gold,Entertainment,Male,266619, India,May,Sunday
24880,Pune,2015-01-02,Silver,Fuel,Male,280989, India,January,Friday
24881,Chennai,2014-01-21,Signature,Entertainment,Male,135170, India,January,Tuesday
24882,Pune,2014-03-16,Silver,Bills,Female,142840, India,March,Sunday
24883,Jaipur,2014-02-22,Silver,Fuel,Male,224158, India,February,Saturday
24884,Pune,2014-12-26,Gold,Entertainment,Male,124865, India,December,Friday
24885,Kanpur,2014-07-26,Gold,Entertainment,Male,273049, India,July,Saturday
24886,Surat,2013-10-11,Platinum,Food,Female,216281, India,October,Friday
24887,Surat,2015-05-05,Silver,Food,Female,249783, India,May,Tuesday
24888,Kolkata,2014-11-13,Platinum,Entertainment,Female,7622, India,November,Thursday
24889,Lucknow,2014-05-11,Gold,Grocery,Female,113180, India,May,Sunday
24890,Jaipur,2014-11-17,Platinum,Food,Male,53031, India,November,Monday
24891,Lucknow,2014-07-02,Signature,Bills,Male,89719, India,July,Wednesday
24892,Kanpur,2014-10-04,Platinum,Fuel,Female,96252, India,October,Saturday
24893,Hyderabad,2014-03-07,Silver,Grocery,Female,1822, India,March,Friday
24894,Jaipur,2014-12-02,Signature,Food,Male,184504, India,December,Tuesday
24895,Lucknow,2014-10-27,Platinum,Bills,Male,10673, India,October,Monday
24896,Pune,2014-04-27,Silver,Fuel,Female,254915, India,April,Sunday
24897,Kanpur,2014-12-21,Signature,Fuel,Male,131058, India,December,Sunday
24898,Chennai,2014-06-10,Silver,Entertainment,Male,53349, India,June,Tuesday
24899,Jaipur,2014-06-15,Gold,Bills,Female,125371, India,June,Sunday
24900,Lucknow,2014-07-31,Silver,Food,Female,213692, India,July,Thursday
24901,Jaipur,2013-11-27,Gold,Grocery,Female,199820, India,November,Wednesday
24902,Lucknow,2014-02-08,Gold,Grocery,Male,133364, India,February,Saturday
24903,Kanpur,2015-04-30,Silver,Grocery,Female,268522, India,April,Thursday
24904,Kanpur,2014-01-22,Signature,Entertainment,Female,61411, India,January,Wednesday
24905,Pune,2014-02-06,Signature,Fuel,Female,16886, India,February,Thursday
24906,Kanpur,2015-04-17,Silver,Bills,Male,170976, India,April,Friday
24907,Kanpur,2015-04-27,Signature,Bills,Female,251969, India,April,Monday
24908,Chennai,2014-10-20,Gold,Bills,Female,53852, India,October,Monday
24909,Chennai,2014-02-23,Gold,Entertainment,Female,124314, India,February,Sunday
24910,Surat,2013-11-21,Signature,Entertainment,Female,25258, India,November,Thursday
24911,Hyderabad,2014-06-29,Gold,Bills,Female,178463, India,June,Sunday
24912,Surat,2014-03-12,Gold,Food,Female,257484, India,March,Wednesday
24913,Pune,2013-11-14,Silver,Bills,Female,125611, India,November,Thursday
24914,Kolkata,2014-06-02,Silver,Entertainment,Male,105736, India,June,Monday
24915,Kanpur,2015-03-15,Platinum,Grocery,Male,267031, India,March,Sunday
24916,Kanpur,2014-12-10,Platinum,Food,Female,46023, India,December,Wednesday
24917,Jaipur,2014-02-15,Gold,Food,Female,177457, India,February,Saturday
24918,Lucknow,2014-08-19,Signature,Entertainment,Male,250940, India,August,Tuesday
24919,Kanpur,2014-11-18,Gold,Fuel,Female,122732, India,November,Tuesday
24920,Jaipur,2015-02-08,Silver,Entertainment,Female,44486, India,February,Sunday
24921,Pune,2014-11-23,Signature,Entertainment,Male,59870, India,November,Sunday
24922,Pune,2014-11-24,Signature,Food,Female,33929, India,November,Monday
24923,Kolkata,2015-01-26,Signature,Food,Male,235178, India,January,Monday
24924,Jaipur,2014-06-03,Gold,Grocery,Male,159694, India,June,Tuesday
24925,Kanpur,2015-01-27,Signature,Food,Female,148597, India,January,Tuesday
24926,Hyderabad,2014-11-02,Signature,Entertainment,Female,9590, India,November,Sunday
24927,Surat,2013-11-13,Silver,Entertainment,Female,63191, India,November,Wednesday
24928,Pune,2015-01-24,Gold,Bills,Female,203780, India,January,Saturday
24929,Surat,2015-03-13,Silver,Fuel,Male,150741, India,March,Friday
24930,Hyderabad,2015-01-05,Signature,Food,Male,201522, India,January,Monday
24931,Hyderabad,2014-10-12,Gold,Entertainment,Female,11513, India,October,Sunday
24932,Surat,2014-05-20,Silver,Grocery,Male,108546, India,May,Tuesday
24933,Pune,2014-10-06,Gold,Food,Male,278515, India,October,Monday
24934,Kolkata,2014-05-10,Gold,Bills,Male,122623, India,May,Saturday
24935,Hyderabad,2015-03-16,Signature,Grocery,Female,18453, India,March,Monday
24936,Pune,2014-07-16,Gold,Entertainment,Male,269462, India,July,Wednesday
24937,Pune,2014-06-15,Silver,Entertainment,Female,280870, India,June,Sunday
24938,Chennai,2015-01-12,Gold,Food,Female,29377, India,January,Monday
24939,Hyderabad,2013-11-07,Silver,Fuel,Male,178667, India,November,Thursday
24940,Hyderabad,2015-04-06,Gold,Food,Female,10653, India,April,Monday
24941,Hyderabad,2014-11-09,Gold,Entertainment,Male,159277, India,November,Sunday
24942,Hyderabad,2013-10-20,Gold,Entertainment,Female,150584, India,October,Sunday
24943,Lucknow,2014-05-08,Gold,Food,Female,57441, India,May,Thursday
24944,Kanpur,2014-07-25,Signature,Entertainment,Female,244233, India,July,Friday
24945,Surat,2014-08-24,Platinum,Fuel,Female,138005, India,August,Sunday
24946,Kolkata,2014-05-09,Platinum,Bills,Male,28954, India,May,Friday
24947,Lucknow,2014-05-15,Platinum,Food,Female,121813, India,May,Thursday
24948,Jaipur,2014-10-11,Gold,Entertainment,Female,22869, India,October,Saturday
24949,Jaipur,2015-04-20,Silver,Bills,Female,248930, India,April,Monday
24950,Lucknow,2014-12-05,Signature,Entertainment,Male,28997, India,December,Friday
24951,Hyderabad,2014-10-15,Signature,Grocery,Female,102064, India,October,Wednesday
24952,Surat,2014-11-15,Signature,Entertainment,Female,228479, India,November,Saturday
24953,Chennai,2014-09-07,Platinum,Grocery,Female,143490, India,September,Sunday
24954,Surat,2014-05-17,Signature,Food,Male,207042, India,May,Saturday
24955,Pune,2015-03-20,Silver,Grocery,Female,34249, India,March,Friday
24956,Surat,2014-10-09,Signature,Bills,Male,268173, India,October,Thursday
24957,Jaipur,2014-11-08,Signature,Entertainment,Male,288991, India,November,Saturday
24958,Lucknow,2014-03-16,Signature,Bills,Female,1026, India,March,Sunday
24959,Kolkata,2015-01-06,Silver,Fuel,Female,274865, India,January,Tuesday
24960,Jaipur,2014-09-08,Signature,Fuel,Male,235534, India,September,Monday
24961,Chennai,2014-06-11,Platinum,Entertainment,Male,149814, India,June,Wednesday
24962,Kanpur,2014-08-28,Signature,Fuel,Female,74038, India,August,Thursday
24963,Chennai,2014-03-26,Gold,Entertainment,Male,191527, India,March,Wednesday
24964,Surat,2013-10-12,Platinum,Food,Male,284629, India,October,Saturday
24965,Kolkata,2015-01-19,Signature,Entertainment,Female,212680, India,January,Monday
24966,Kanpur,2014-01-31,Platinum,Grocery,Female,200681, India,January,Friday
24967,Pune,2014-05-09,Platinum,Bills,Male,134178, India,May,Friday
